			Values		
2025	01	0406010676-IMPLANTE DE MARCAPASSO DE CAMARA UNICA TRANSVENOSO	2	R$ 16.313,82	R$ 8.156,91
2025	01	0406010684-IMPLANTE DE MARCAPASSO TEMPORARIO TRANSVENOSO	5	R$ 20.059,43	R$ 4.011,89
2025	01	0406010692-IMPLANTE DE PROTESE VALVAR	5	R$ 116.745,74	R$ 23.349,15
2025	01	0406010773-PERICARDIOCENTESE	1	R$ 4.344,24	R$ 4.344,24
2025	01	0406010820-PLASTICA VALVAR E/OU TROCA VALVAR MULTIPLA	1	R$ 33.029,81	R$ 33.029,81
2025	01	0406010862-REPOSICIONAMENTO DE ELETRODOS DE MARCAPASSO	1	R$ 916,28	R$ 916,28
2025	01	0406010935-REVASCULARIZACAO MIOCARDICA C/ USO DE EXTRACORPOREA (C/ 2 OU MAIS ENXERTOS)	1	R$ 33.479,19	R$ 33.479,19
2025	01	0406011087-TROCA DE ELETRODOS DE MARCAPASSO NO MARCAPASSO MULTI-SITIO	1	R$ 4.435,39	R$ 4.435,39
2025	01	0406011125-TROCA DE GERADOR DE MARCAPASSO DE CAMARA DUPLA	3	R$ 18.967,88	R$ 6.322,63
2025	01	0406011320-BANDAGEM DA ARTERIA PULMONAR (CRIANCA E ADOLESCENTE)	1	R$ 38.255,72	R$ 38.255,72
2025	01	0406020078-IMPLANTACAO DE CATETER DE LONGA PERMANENCIA SEMI OU TOTALMENTE IMPLANTAVEL (PROCEDIMENTO PRINCIPAL)	6	R$ 2.571,84	R$ 428,64
2025	01	0406020159-EXERESE DE GANGLIO LINFATICO	5	R$ 440,75	R$ 88,15
2025	01	0406020370-PONTE-TROMBOENDARTERECTOMIA DE CAROTIDA	1	R$ 10.470,14	R$ 10.470,14
2025	01	0406020485-TRATAMENTO CIRURGICO DE ANEURISMAS DAS ARTERIAS VISCERAIS	1	R$ 12.397,01	R$ 12.397,01
2025	01	0406030014-ANGIOPLASTIA CORONARIANA	1	R$ 4.458,61	R$ 4.458,61
2025	01	0406030022-ANGIOPLASTIA CORONARIANA C/ IMPLANTE DE DOIS STENTS	17	R$ 166.441,67	R$ 9.790,69
2025	01	0406030030-ANGIOPLASTIA CORONARIANA COM IMPLANTE DE STENT	16	R$ 127.434,99	R$ 7.964,69
2025	01	0406040010-ALCOOLIZACAO PERCUTANEA DE HEMANGIOMA E MALFORMACAO VENOSAS (INCLUI ESTUDO ANGIOGRAFICO)	1	R$ 484,69	R$ 484,69
2025	01	0406040052-ANGIOPLASTIA INTRALUMINAL DE VASOS DAS EXTREMIDADES (SEM STENT)	4	R$ 11.775,84	R$ 2.943,96
2025	01	0406040060-ANGIOPLASTIA INTRALUMINAL DE VASOS DAS EXTREMIDADES (COM STENT NAO RECOBERTO)	2	R$ 12.263,77	R$ 6.131,89
2025	01	0406040125-ANGIOPLASTIA INTRALUMINAL DE VASOS VISCERAIS / RENAIS	1	R$ 2.422,07	R$ 2.422,07
2025	01	0406040168-CORRECAO ENDOVASCULAR DE ANEURISMA / DISSECCAO DA AORTA ABDOMINAL E ILIACAS COM ENDOPROTESE BIFURCADA	2	R$ 31.325,90	R$ 15.662,95
2025	01	0406040192-EMBOLIZACAO ARTERIAL DE HEMORRAGIA DIGESTIVA (INCLUI PROCEDIMENTO ENDOSCOPICO E/OU ESTUDO ANGIOGRAFICO)	2	R$ 33.563,80	R$ 16.781,90
2025	01	0406040206-EMBOLIZACAO DE MALFORMACAO VASCULAR ARTERIO-VENOSA (INCLUI ESTUDO ANGIOGRAFICO)	1	R$ 6.408,77	R$ 6.408,77
2025	01	0406040214-EMBOLIZACAO DE MALFORMACAO VASCULAR POR PUNCAO DIRETA (INCLUI DROGAS EMBOLIZANTES)	1	R$ 1.415,26	R$ 1.415,26
2025	01	0406040230-FIBRINOLISE INTRAVASCULAR POR CATETER (INCLUI FIBRINOLITICO)	1	R$ 2.314,37	R$ 2.314,37
2025	01	0406040338-TRATAMENTO ENDOVASCULAR DO PSEUDOANEURISMA	1	R$ 2.876,52	R$ 2.876,52
2025	01	0407010165-GASTROENTEROANASTOMOSE	1	R$ 2.017,65	R$ 2.017,65
2025	01	0407010190-GASTRORRAFIA	3	R$ 37.913,17	R$ 12.637,72
2025	01	0407010211-GASTROSTOMIA	3	R$ 6.719,30	R$ 2.239,77
2025	01	0407010297-TRATAMENTO CIRURGICO DE REFLUXO GASTROESOFAGICO	1	R$ 882,24	R$ 882,24
2025	01	0407010386-CIRURGIA BARIATRICA POR VIDEOLAPAROSCOPIA	3	R$ 18.533,56	R$ 6.177,85
2025	01	0407020039-APENDICECTOMIA	5	R$ 3.169,60	R$ 633,92
2025	01	0407020047-APENDICECTOMIA VIDEOLAPAROSCOPICA	13	R$ 8.699,74	R$ 669,21
2025	01	0407020063-COLECTOMIA PARCIAL (HEMICOLECTOMIA)	3	R$ 15.146,76	R$ 5.048,92
2025	01	0407020101-COLOSTOMIA	1	R$ 1.760,65	R$ 1.760,65
2025	01	0407020136-DRENAGEM DE ABSCESSO ANU-RETAL	4	R$ 984,98	R$ 246,25
2025	01	0407020179-ENTERECTOMIA	1	R$ 1.892,81	R$ 1.892,81
2025	01	0407020276-FISTULECTOMIA / FISTULOTOMIA ANAL	5	R$ 1.819,50	R$ 363,90
2025	01	0407020284-HEMORROIDECTOMIA	3	R$ 947,82	R$ 315,94
2025	01	0407020322-PLASTICA ANAL EXTERNA / ESFINCTEROPLASTIA ANAL	3	R$ 534,72	R$ 178,24
2025	01	0407020403-RETOSSIGMOIDECTOMIA ABDOMINAL	2	R$ 5.362,51	R$ 2.681,26
2025	01	0407020420-TRATAMENTO CIRURGICO DE ANOMALIAS CONGENITAS DO ANUS E RETO	2	R$ 1.129,78	R$ 564,89
2025	01	0407020470-TRATAMENTO CIRURGICO DE PROLAPSO ANAL	1	R$ 336,45	R$ 336,45
2025	01	0407030018-ANASTOMOSE BILEO-DIGESTIVA	2	R$ 6.412,47	R$ 3.206,24
2025	01	0407030026-COLECISTECTOMIA	3	R$ 5.223,09	R$ 1.741,03
2025	01	0407030034-COLECISTECTOMIA VIDEOLAPAROSCOPICA	32	R$ 39.364,85	R$ 1.230,15
2025	01	0407030140-HEPATORRAFIA	1	R$ 2.487,97	R$ 2.487,97
2025	01	0407030255-COLANGIOPANCREATOGRAFIA RETROGRADA ENDOSCOPICA TERAPEUTICA	3	R$ 6.161,27	R$ 2.053,76
2025	01	0407040013-DRENAGEM DE ABSCESSO PELVICO	2	R$ 3.038,43	R$ 1.519,22
2025	01	0407040030-DRENAGEM DE HEMATOMA / ABSCESSO PRE-PERITONEAL	2	R$ 3.255,86	R$ 1.627,93
2025	01	0407040048-HERNIOPLASTIA DIAFRAGMATICA (VIA ABDOMINAL)	1	R$ 859,87	R$ 859,87
2025	01	0407040064-HERNIOPLASTIA EPIGASTRICA	2	R$ 1.949,23	R$ 974,62
2025	01	0407040080-HERNIOPLASTIA INCISIONAL	6	R$ 4.554,83	R$ 759,14
2025	01	0407040099-HERNIOPLASTIA INGUINAL (BILATERAL)	1	R$ 712,06	R$ 712,06
2025	01	0407040102-HERNIOPLASTIA INGUINAL / CRURAL (UNILATERAL)	5	R$ 4.137,57	R$ 827,51
2025	01	0407040129-HERNIOPLASTIA UMBILICAL	3	R$ 1.304,97	R$ 434,99
2025	01	0407040145-HERNIORRAFIA SEM RESSECCAO INTESTINAL (HERNIA ESTRANGULADA )	2	R$ 2.178,81	R$ 1.089,41
2025	01	0407040161-LAPAROTOMIA EXPLORADORA	5	R$ 39.415,77	R$ 7.883,15
2025	01	0407040170-LAPAROTOMIA VIDEOLAPAROSCOPICA PARA DRENAGEM E/OU BIOPSIA	2	R$ 1.615,18	R$ 807,59
2025	01	0407040188-LIBERACAO DE ADERENCIAS INTESTINAIS	2	R$ 3.034,40	R$ 1.517,20
2025	01	0407040242-RESSUTURA DE PAREDE ABDOMINAL (POR DEISCENCIA TOTAL / EVISCERACAO)	3	R$ 4.354,93	R$ 1.451,64
2025	01	0407040250-TRATAMENTO CIRURGICO DE PERITONITE	1	R$ 2.230,02	R$ 2.230,02
2025	01	0408010134-REDUCAO INCRUENTA DE LUXACAO OU FRATURA / LUXACAO ESCAPULO-UMERAL	2	R$ 688,03	R$ 344,02
2025	01	0408010215-TRATAMENTO CIRURGICO DE LUXACAO RECIDIVANTE / HABITUAL DE ARTICULACAO ESCAPULO-UMERAL	1	R$ 426,87	R$ 426,87
2025	01	0408020091-RESSECCAO DO OLECRANO E/OU CABECA DO RADIO	1	R$ 701,71	R$ 701,71
2025	01	0408020164-REDUCAO INCRUENTA DE FRATURA / LESAO FISARIA DO EXTREMO PROXIMAL DO UMERO	3	R$ 1.131,47	R$ 377,16
2025	01	0408020172-REDUCAO INCRUENTA DE FRATURA / LESAO FISARIA NO PUNHO	1	R$ 160,86	R$ 160,86
2025	01	0408020210-REDUCAO INCRUENTA DE FRATURA DOS METACARPIANOS	2	R$ 447,72	R$ 223,86
2025	01	0408020245-REDUCAO INCRUENTA DE LUXACAO OU FRATURA / LUXACAO NO PUNHO	1	R$ 160,87	R$ 160,87
2025	01	0408020288-REIMPLANTE OU REVASCULARIZACAO DO POLEGAR	1	R$ 911,81	R$ 911,81
2025	01	0408020326-TRATAMENTO CIRURGICO DE DEDO EM GATILHO	1	R$ 241,15	R$ 241,15
2025	01	0408020334-TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DA EXTREMIDADE PROXIMAL DO UMERO	4	R$ 3.244,36	R$ 811,09
2025	01	0408020342-TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DAS FALANGES DA MAO (COM FIXACAO)	13	R$ 4.754,02	R$ 365,69
2025	01	0408020369-TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DO CONDILO / TROCLEA/APOFISE CORONOIDE DO ULNA / CABECA DO RADIO	2	R$ 1.220,92	R$ 610,46
2025	01	0408020377-TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DOS METACARPIANOS	9	R$ 4.681,24	R$ 520,14
2025	01	0408020385-TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA SUPRACONDILIANA DO UMERO	6	R$ 6.236,26	R$ 1.039,38
2025	01	0408020393-TRATAMENTO CIRUGICO DE FRATURA DA DIAFISE DO UMERO	2	R$ 2.293,20	R$ 1.146,60
2025	01	0408020407-TRATAMENTO CIRURGICO DE FRATURA DA EXTREMIDADE / METAFISE DISTAL DOS OSSOS DO ANTEBRACO	21	R$ 13.469,41	R$ 641,40
2025	01	0408020415-TRATAMENTO CIRURGICO DE FRATURA DE EXTREMIDADES / METAFISE PROXIMAL DOS OSSOS DO ANTEBRACO	3	R$ 1.499,96	R$ 499,99
2025	01	0408020423-TRATAMENTO CIRURGICO DE FRATURA DIAFISARIA DE AMBOS OS OSSOS DO ANTEBRACO (C/ SINTESE)	2	R$ 2.413,23	R$ 1.206,62
2025	01	0408020431-TRATAMENTO CIRURGICO DE FRATURA DIAFISARIA UNICA DO RADIO / DA ULNA	2	R$ 2.605,12	R$ 1.302,56
2025	01	0408020458-TRATAMENTO CIRURGICO DE FRATURA-LUXACAO DE GALEAZZI / MONTEGGIA / ESSEX-LOPRESTI	1	R$ 733,36	R$ 733,36
2025	01	0408020520-TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO DOS OSSOS DO CARPO	2	R$ 554,55	R$ 277,28
2025	01	0408020539-TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO METACARPO-FALANGIANA	2	R$ 6.144,03	R$ 3.072,02
2025	01	0408020571-TRATAMENTO CIRURGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDACAO / PERDA OSSEA DO UMERO	1	R$ 394,35	R$ 394,35
2025	01	0408020644-TRATAMENTO CIRURGICO P/ CENTRALIZACAO DO PUNHO	1	R$ 272,43	R$ 272,43
2025	01	0408030054-ARTRODESE CERVICAL / CERVICO-TORACICA POSTERIOR TRES NIVEIS	1	R$ 11.316,02	R$ 11.316,02
2025	01	0408030062-ARTRODESE CERVICAL ANTERIOR TRES NIVEIS	1	R$ 7.098,93	R$ 7.098,93
2025	01	0408030259-ARTRODESE TORACO-LOMBO-SACRA ANTERIOR, TRES NIVEIS,	1	R$ 8.096,09	R$ 8.096,09
2025	01	0408030313-ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, SEIS NIVEIS,	1	R$ 8.255,54	R$ 8.255,54
2025	01	0408030380-DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (1 NIVEL C/ MICROSCOPIO)	1	R$ 2.020,27	R$ 2.020,27
2025	01	0408030399-DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (UM NIVEL)	1	R$ 882,85	R$ 882,85
2025	01	0408030410-DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (DOIS OU MAIS NIVEIS C/ MICROSCOPIO)	2	R$ 9.177,61	R$ 4.588,81
2025	01	0408030534-RESSECCAO DE ELEMENTO VERTEBRAL POSTERIOR / POSTERO-LATERAL / DISTAL A C2 (MAIS DE 2 SEGMENTOS)	1	R$ 4.308,69	R$ 4.308,69
2025	01	0408030542-RESSECCAO DE ELEMENTO VERTEBRAL POSTERIOR / POSTERO-LATERAL DISTAIL A C2 (AT 2 SEGMENTOS)	1	R$ 19.049,11	R$ 19.049,11
2025	01	0408030828-TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR ONZE NIVEIS	1	R$ 14.953,09	R$ 14.953,09
2025	01	0408040068-ARTROPLASTIA TOTAL DE CONVERSAO DO QUADRIL	1	R$ 19.845,93	R$ 19.845,93
2025	01	0408040084-ARTROPLASTIA TOTAL PRIMARIA DO QUADRIL CIMENTADA	3	R$ 19.263,19	R$ 6.421,06
2025	01	0408040092-ARTROPLASTIA TOTAL PRIMARIA DO QUADRIL NAO CIMENTADA / HIBRIDA	5	R$ 44.035,96	R$ 8.807,19
2025	01	0408040122-EPIFISIODESE DO TROCANTER MAIOR DO FEMUR	1	R$ 867,83	R$ 867,83
2025	01	0408040130-EPIFISIODESE FEMORAL PROXIMAL IN SITU	1	R$ 1.807,51	R$ 1.807,51
2025	01	0408040190-REDUCAO INCRUENTA DE LUXACAO COXOFEMORAL TRAUMATICA / POS-ARTROPLASTIA	2	R$ 397,52	R$ 198,76
2025	01	0408040254-TRATAMENTO CIRURGICO DE ASSOCIACAO FRATURA / LUXACAO / FRATURA-LUXACAO / DISJUNCAO DO ANEL PELVICO	1	R$ 3.501,33	R$ 3.501,33
2025	01	0408040262-TRATAMENTO CIRURGICO DE FRATURA / LUXACAO / FRATURA-LUXACAO / DISJUNCAO DO ANEL PELVICO ANTERO-POSTERIOR	1	R$ 1.936,04	R$ 1.936,04
2025	01	0408050012-AMPUTACAO / DESARTICULACAO DE MEMBROS INFERIORES	9	R$ 22.197,12	R$ 2.466,35
2025	01	0408050020-AMPUTACAO / DESARTICULACAO DE PE E TARSO	1	R$ 2.027,18	R$ 2.027,18
2025	01	0408050039-ARTRODESE DE MEDIAS / GRANDES ARTICULACOES DE MEMBRO INFERIOR	5	R$ 6.626,81	R$ 1.325,36
2025	01	0408050063-ARTROPLASTIA TOTAL PRIMARIA DO JOELHO	4	R$ 33.368,13	R$ 8.342,03
2025	01	0408050195-REDUCAO INCRUENTA DA LUXACAO / FRATURA-LUXACAO METATARSO-FALANGIANA / INTERFALANGIANA DO PE	1	R$ 171,66	R$ 171,66
2025	01	0408050217-REDUCAO INCRUENTA DE FRATURA / LUXACAO / FRATURA-LUXACAO DO TORNOZELO	3	R$ 564,14	R$ 188,05
2025	01	0408050225-REDUCAO INCRUENTA DE FRATURA DIAFISARIA / LESAO FISARIA DISTAL DA TIBIA C/ OU S/ FRATURA DA FIBULA	1	R$ 382,75	R$ 382,75
2025	01	0408050233-REDUCAO INCRUENTA DE FRATURA DIAFISARIA / LESAO FISARIA PROXIMAL DO FEMUR	2	R$ 12.115,00	R$ 6.057,50
2025	01	0408050268-REDUCAO INCRUENTA DE LUXACAO / FRATURA-LUXACAO DO JOELHO	2	R$ 805,41	R$ 402,71
2025	01	0408050330-REVISAO CIRURGICA DE COTO DE AMPUTACAO EM MEMBRO INFERIOR (EXCETO DEDOS DO PE)	2	R$ 508,33	R$ 254,17
2025	01	0408050349-REVISAO CIRURGICA DO PE TORTO CONGENITO	4	R$ 3.130,92	R$ 782,73
2025	01	0408050462-TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DOS METATARSIANOS	2	R$ 2.012,00	R$ 1.006,00
2025	01	0408050470-TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DOS PODODACTILOS	2	R$ 907,38	R$ 453,69
2025	01	0408050489-TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA PROXIMAL (COLO) DO FEMUR (SINTESE)	2	R$ 4.066,42	R$ 2.033,21
2025	01	0408050497-TRATAMENTO CIRURGICO DE FRATURA BIMALEOLAR / TRIMALEOLAR / DA FRATURA-LUXACAO DO TORNOZELO	9	R$ 9.405,62	R$ 1.045,07
2025	01	0408050500-TRATAMENTO CIRURGICO DE FRATURA DA DIAFISE DA TIBIA	16	R$ 39.491,46	R$ 2.468,22
2025	01	0408050519-TRATAMENTO CIRURGICO DE FRATURA DA DIAFISE DO FEMUR	5	R$ 11.419,33	R$ 2.283,87
2025	01	0408050543-TRATAMENTO CIRURGICO DE FRATURA DO PILAO TIBIAL	5	R$ 7.952,48	R$ 1.590,50
2025	01	0408050551-TRATAMENTO CIRURGICO DE FRATURA DO PLANALTO TIBIAL	4	R$ 4.633,75	R$ 1.158,44
2025	01	0408050586-TRATAMENTO CIRURGICO DE FRATURA INTERCONDILEANA / DOS CONDILOS DO FEMUR	3	R$ 2.047,14	R$ 682,38
2025	01	0408050594-TRATAMENTO CIRURGICO DE FRATURA LESAO FISARIA AO NIVEL DO JOELHO	2	R$ 2.598,63	R$ 1.299,32
2025	01	0408050608-TRATAMENTO CIRURGICO DE FRATURA LESAO FISARIA DISTAL DE TIBIA	1	R$ 1.345,02	R$ 1.345,02
2025	01	0408050616-TRATAMENTO CIRURGICO DE FRATURA SUBTROCANTERIANA	2	R$ 13.912,32	R$ 6.956,16
2025	01	0408050624-TRATAMENTO CIRURGICO DE FRATURA SUPRACONDILEANA DO FEMUR (METAFISE DISTAL)	1	R$ 1.544,39	R$ 1.544,39
2025	01	0408050632-TRATAMENTO CIRURGICO DE FRATURA TRANSTROCANTERIANA	8	R$ 24.076,17	R$ 3.009,52
2025	01	0408050659-TRATAMENTO CIRURGICO DE HALUX VALGUS COM OSTEOTOMIA DO PRIMEIRO OSSO METATARSIANO	1	R$ 968,91	R$ 968,91
2025	01	0408050667-TRATAMENTO CIRURGICO DE LESAO AGUDA CAPSULO-LIGAMENTAR MEMBRO INFERIOR (JOELHO / TORNOZELO)	3	R$ 2.534,87	R$ 844,96
2025	01	0408050853-TRATAMENTO CIRURGICO DE PSEUDARTROSE CONGENITA DA TIBIA	1	R$ 851,52	R$ 851,52
2025	01	0408050926-TRATAMENTO DAS LESOES OSTEO-CONDRAIS POR FIXACAO OU MOSAICOPLASTIA JOELHO/TORNOZELO	1	R$ 1.330,37	R$ 1.330,37
2025	01	0408060034-ALONGAMENTO E/OU TRANSPORTE OSSEO DE OSSOS LONGOS (EXCETO DA MAO E DO PE)	3	R$ 5.000,18	R$ 1.666,73
2025	01	0408060042-AMPUTACAO / DESARTICULACAO DE DEDO	5	R$ 5.262,77	R$ 1.052,55
2025	01	0408060077-ARTROPLASTIA DE RESSECCAO DE PEQUENAS ARTICULACOES	1	R$ 268,41	R$ 268,41
2025	01	0408060093-DESCOMPRESSAO COM ESVAZIAMENTO MEDULAR POR BROCAGEM / VIA CORTICOTOMIA	1	R$ 705,02	R$ 705,02
2025	01	0408060107-DIAFISECTOMIA DE OSSOS LONGOS	1	R$ 2.092,06	R$ 2.092,06
2025	01	0408060166-OSTECTOMIA DE OSSOS DA MAO E/OU DO PE	1	R$ 349,68	R$ 349,68
2025	01	0408060174-OSTECTOMIA DE OSSOS LONGOS EXCETO DA MAO E DO PE	4	R$ 3.268,96	R$ 817,24
2025	01	0408060182-OSTEOTOMIA DE OSSOS DA MAO E/OU DO PE	2	R$ 1.063,61	R$ 531,81
2025	01	0408060190-OSTEOTOMIA DE OSSOS LONGOS EXCETO DA MAO E DO PE	2	R$ 2.090,38	R$ 1.045,19
2025	01	0408060301-RESSECCAO MUSCULAR	1	R$ 243,41	R$ 243,41
2025	01	0408060344-RETIRADA DE ESPACADORES / OUTROS MATERIAIS	1	R$ 10.032,64	R$ 10.032,64
2025	01	0408060352-RETIRADA DE FIO OU PINO INTRA-OSSEO	11	R$ 3.178,19	R$ 288,93
2025	01	0408060360-RETIRADA DE FIXADOR EXTERNO	2	R$ 319,34	R$ 159,67
2025	01	0408060379-RETIRADA DE PLACA E/OU PARAFUSOS	13	R$ 4.891,62	R$ 376,28
2025	01	0408060476-TENOPLASTIA OU ENXERTO DE TENDAO UNICO	1	R$ 770,02	R$ 770,02
2025	01	0408060484-TENORRAFIA UNICA EM TUNEL OSTEO-FIBROSO	1	R$ 421,30	R$ 421,30
2025	01	0408060549-TRANSPOSICAO / TRANSFERENCIA MIOTENDINOSA UNICA	2	R$ 476,74	R$ 238,37
2025	01	0408060557-TRATAMENTO CIRURGICO DE ARTRITE INFECCIOSA (GRANDES E MEDIAS ARTICULACOES)	1	R$ 420,20	R$ 420,20
2025	01	0408060573-TRATAMENTO CIRURGICO DE DEDO EM MARTELO / EM GARRA (MAO E PE)	2	R$ 822,28	R$ 411,14
2025	01	0408060662-TRATAMENTO CIRURGICO DE POLIDACTILIA ARTICULADA	1	R$ 464,56	R$ 464,56
2025	01	0409010065-CISTOLITOTOMIA E/OU RETIRADA DE CORPO ESTRANHO DA BEXIGA	1	R$ 567,72	R$ 567,72
2025	01	0409010138-DRENAGEM DE ABSCESSO RENAL / PERI-RENAL	1	R$ 1.188,64	R$ 1.188,64
2025	01	0409010170-INSTALACAO ENDOSCOPICA DE CATETER DUPLO J	21	R$ 71.000,14	R$ 3.380,96
2025	01	0409010227-NEFROLITOTOMIA	1	R$ 11.152,43	R$ 11.152,43
2025	01	0409010235-NEFROLITOTOMIA PERCUTANEA	1	R$ 1.447,75	R$ 1.447,75
2025	01	0409010251-NEFROPIELOSTOMIA	1	R$ 915,86	R$ 915,86
2025	01	0409010294-NEFROSTOMIA PERCUTANEA	2	R$ 6.066,98	R$ 3.033,49
2025	01	0409010324-PIELOPLASTIA	4	R$ 5.824,17	R$ 1.456,04
2025	01	0409010383-RESSECCAO ENDOSCOPICA DE LESAO VESICAL	1	R$ 532,61	R$ 532,61
2025	01	0409010480-TRATAMENTO CIRURGICO DE HEMORRAGIA VESICAL(FORMOLIZACAO DA BEXIGA)	1	R$ 483,31	R$ 483,31
2025	01	0409010499-TRATAMENTO CIRURGICO DE INCONTINENCIA URINARIA VIA ABDOMINAL	1	R$ 394,20	R$ 394,20
2025	01	0409010561-URETEROLITOTOMIA	1	R$ 1.577,07	R$ 1.577,07
2025	01	0409010596-URETEROLITOTRIPSIA TRANSURETEROSCOPICA	12	R$ 16.349,59	R$ 1.362,47
2025	01	0409020176-URETROTOMIA INTERNA	3	R$ 1.259,76	R$ 419,92
2025	01	0409030040-RESSECCAO ENDOSCOPICA DE PROSTATA	6	R$ 6.967,56	R$ 1.161,26
2025	01	0409040096-EXPLORACAO CIRURGICA DA BOLSA ESCROTAL	1	R$ 266,64	R$ 266,64
2025	01	0409040126-ORQUIDOPEXIA BILATERAL	3	R$ 1.163,96	R$ 387,99
2025	01	0409040134-ORQUIDOPEXIA UNILATERAL	2	R$ 736,14	R$ 368,07
2025	01	0409040169-ORQUIECTOMIA UNILATERAL	2	R$ 700,26	R$ 350,13
2025	01	0409040223-TRATAMENTO CIRURGICO DE TORCAO DO TESTICULO DO CORDAO ESPERMATICO	1	R$ 432,19	R$ 432,19
2025	01	0409050032-CORRECAO DE HIPOSPADIA (1º TEMPO)	2	R$ 781,98	R$ 390,99
2025	01	0409050075-PLASTICA TOTAL DO PENIS	3	R$ 1.814,38	R$ 604,79
2025	01	0409050083-POSTECTOMIA	5	R$ 1.095,60	R$ 219,12
2025	01	0409060011-CERCLAGEM DE COLO DO UTERO	1	R$ 267,02	R$ 267,02
2025	01	0409060054-CURETAGEM UTERINA EM MOLA HIDATIFORME	1	R$ 206,07	R$ 206,07
2025	01	0409060070-ESVAZIAMENTO DE UTERO POS-ABORTO POR ASPIRACAO MANUAL INTRA-UTERINA (AMIU)	1	R$ 142,84	R$ 142,84
2025	01	0409060119-HISTERECTOMIA C/ ANEXECTOMIA (UNI / BILATERAL)	4	R$ 8.703,14	R$ 2.175,79
2025	01	0409060135-HISTERECTOMIA TOTAL	4	R$ 3.653,76	R$ 913,44
2025	01	0409060151-HISTERECTOMIA VIDEOLAPAROSCOPICA	4	R$ 2.661,28	R$ 665,32
2025	01	0409060178-HISTEROSCOPIA CIRURGICA C/ RESSECTOSCOPIO	4	R$ 709,32	R$ 177,33
2025	01	0409060194-MIOMECTOMIA	4	R$ 2.115,76	R$ 528,94
2025	01	0409060208-MIOMECTOMIA VIDEOLAPAROSCOPICA	1	R$ 437,46	R$ 437,46
2025	01	0409060216-OOFORECTOMIA / OOFOROPLASTIA	2	R$ 1.043,92	R$ 521,96
2025	01	0409060232-SALPINGECTOMIA UNI / BILATERAL	3	R$ 1.420,97	R$ 473,66
2025	01	0409070050-COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR	7	R$ 3.349,48	R$ 478,50
2025	01	0409070238-TRATAMENTO CIRURGICO DE FISTULA RETO-VAGINAL	1	R$ 363,52	R$ 363,52
2025	01	0409070262-TRATAMENTO CIRURGICO DE HIPERTROFIA DOS PEQUENOS LABIOS	2	R$ 238,70	R$ 119,35
2025	01	0409070270-TRATAMENTO CIRURGICO DE INCONTINENCIA URINARIA POR VIA VAGINAL	5	R$ 2.009,51	R$ 401,90
2025	01	0410010073-PLASTICA MAMARIA FEMININA NAO ESTETICA	7	R$ 4.857,36	R$ 693,91
2025	01	0411010026-PARTO CESARIANO EM GESTACAO DE ALTO RISCO	23	R$ 25.804,59	R$ 1.121,94
2025	01	0411010034-PARTO CESARIANO	35	R$ 24.590,04	R$ 702,57
2025	01	0411010042-PARTO CESARIANO C/ LAQUEADURA TUBARIA	5	R$ 3.470,69	R$ 694,14
2025	01	0411010077-SUTURA DE LACERACOES DE TRAJETO PELVICO	1	R$ 218,37	R$ 218,37
2025	01	0411020013-CURETAGEM POS-ABORTAMENTO / PUERPERAL	12	R$ 3.173,32	R$ 264,44
2025	01	0411020048-TRATAMENTO CIRURGICO DE GRAVIDEZ ECTOPICA	1	R$ 472,62	R$ 472,62
2025	01	0412010038-COLOCACAO DE PROTESE LARINGO-TRAQUEAL, TRAQUEAL, TRAQUEO-BRONQUICA, BRONQUICA POR VIA ENDOSCOPICA (INCLUI PROTESE)	2	R$ 1.219,24	R$ 609,62
2025	01	0412010100-TRAQUEOPLASTIA E/OU LARINGOTRAQUEOPLASTIA	2	R$ 1.467,36	R$ 733,68
2025	01	0412020017-MEDIASTINOTOMIA EXPLORADORA PARA-ESTERNAL / POR VIA ANTERIOR	2	R$ 11.680,53	R$ 5.840,27
2025	01	0412040166-TORACOSTOMIA COM DRENAGEM PLEURAL FECHADA	11	R$ 96.021,28	R$ 8.729,21
2025	01	0413040020-CORRECAO DE RETRACAO CICATRICIAL VARIOS ESTAGIOS	3	R$ 1.509,36	R$ 503,12
2025	01	0413040046-DERMOLIPECTOMIA ABDOMINAL NAO ESTETICA (PLASTICA ABDOMINAL)	2	R$ 1.243,68	R$ 621,84
